text,airline_sentiment
no didn notic wa until start of board assum wa by time board start ga had clear standbi full flt,1
you knew thi flight wa delay mht to alb to ewr to get crew your arriv is late flightr than the departur updat your site,0
wtf whi can you updat your time in time manner you ve known the fight wa more delay ur servic is aw,0
want to book multi citi fare have mile for of flight an option to pay for st flight with mile nd with ump visa thank,1
wait on plane so long miss my connect flight it left earli that the last flight out tonight help,0
ord gate c25 and flt rememb when custom were valuabl is it so hard to be nice to someon lug guitar carryon,0
worst servic ever deni access to our flight and then move flight time how hard is it to schedul gate next time,0
in denver my bag is in san jose see someth wrong here,0
you know it bad when you re pray your connect flight is delay becaus of an hour delay on the first flight justgetmehom,0
play hide and seek with the gate we can find it it should onli be few more minut,0
so our flight into ord wa delay becaus of air forc one but the last flight to sbn is at min from now we just land,0
your flight are realli cheap what the catch,1
lgjw7b voluntarili rerout st leg of journey wa in economi and wa suppos to be re agent said she reserv it for me,1
hr late flightr and you still can figur it out random text updat embarrass ua3728,0
stop pick on u cle,0
book flight in sept to get best price for april to usa check now and they are cheaper what con unhappi custom ripoff,0
too big to properli manag flight time there is such thing a be on time or at least prepar with gate when we land,0
rather have the truth about my flight than be forc to sit here all day tri to get home to thi,0
leav soon thank,2
anoth delay day delay outbound delay inbound and now wait at ewr for gate to be readi how is it not readi,0
cancel flight my mileag plu award reserv g6455c same day have yet to see my mile back despit agent confirm,0
my partner and book individu reserv for same flight have pr silver can he share my premier privileg somehow,1
gate chang in minut for flight to roanok and flight to sou fall in hare pain,0
thi is nut they said flight wa on the ground now it still in albani and they won have plane someon is compens me,0
doument via link howev now that it ha been over four month with no respons what do you suggest or shall not expect one,0
what all have zero concept of custom servic oh and now my connect is delay too,0
just curiou whi you board flight without pilot seem crucial to the flight process no,0
sent dm,1
just chang again thi is crazi youragentshavenoclu,0
never can get flight out on time hour delay earlier anoth hour delay on my connect flight make straight delay,0
of your delay now you are oversold by passeng thi is mess what are you go to do to compens,0
blame weather lol no wind and not cloud in the sky delay both way ru kid me to charg me for lb delay,0
be wors oh you can delay with no reason on the way to lon flight cancel flight with no reason le than day befor return,0
flight gate chang on top of thi realli hope you can compens with some point mileag to my account,0
should contact me and the other on my flight who can get their websit to work none of our info is valid,0
over an hour stuck and still not off the plane total failur by you and your partner in ensur the best custom experi,0
line up iah avgeek,1
silenc is veri tell,0
thank for the hr delay and then no ground crew when we land at least you didn break my,0
bought round trip to chicago two day ago today the same flight is half that is there ani way for me to get that discount,1
am illiter or is there magic code to make your custom servic site work,0
worst airlin ever staff is nasti wifi down bag are delay due to weather and now the belt is broken sell ual stock in am,0
star and bar a320 avgeek,1
confus after your agent direct u to go to your websit after delay noth work,0
had wonder on time flight from ogg to msn lost rx eyeglass thick in the admir club in chicago thi morn found,2
minut wait still at the gate with broken jetway might miss connect,0
see inform on our board process kp get group just no reason on,0
in bogota with no wallet is no fun,1
lost my wallet on flight yesterday from houston to bogota fill out your onlin form no respons yet,0
one hour after departur time and still no updat,0
am now follow you and see that am not the onli one experienc and notic substanti downgrad in servic post merger,0
minut wait at the gate for the broken jetway differ gate mayb,0
how can you never got flight from austin to houston in time for connect ever ever,0
got it right with the safeti demonstr corpor but funni reserv but not corni a,2
now sit on the tarmac for half hour after land becaus your jetway is broken daysofunitedfailur thingafteranoth,0
look at the twitter histori a usual servic non exist,0
thank for the repli have been in contact with custom care to get clarif on thi issu,2
will give it coupl more week thank you,1
make sure you make cancel flight flight baggag and upgrad fee seem like labyrinth so that you might be abl to swindl few more,0
how is thi consid on time if it arriv at destin half hour late flightr than schedul,0
thank for tri to take my money without notic in ani other industri you cancel flight servic refund is issu cont,0
and there is no direct phone number for statu match desk realli regret flight book problem with now,0
yet again you disappoint sit at iad for ua3728 for hr and you can seem to know whi the plane hasn left albani fail,0
still sit here wait for plane hour wast,0
thank for the help wish the phone rep could be so accomid,2
line is just get longer and move slower ladi work the counter is do great she just need help customerservicefail,0
an updat on flight would be great,0
wast time at baggag claim thank to your dfw ground crew who check my bag in without actual check for space frustrat,0
what is the problem with your flight to ny today,0
flight wa too heavi so had to fli back to palm spring after be in the air for min,0
your board process suck you should learn from,0
ouch delay due to mechan issu again qro will have to wait yall seem to be fall apart alwaysdelay unitedfail,0
my finger are cross that they are more capabl of get baggag from point than unit airlin,0
what happen thi afternoon huge amt of incom plane to sfo delay over hour frustrat,0
not about be on my way or impati on my part it about you be untruth and not have proper system in place,0
can you mayb have more than person work custom servic desk in houston airport line row deep person work,0
ll stick with my unit flight thank though effort is much appreci,2
your survey is too long fli lot of segment and ll fill it out after everi trip but not if it take more than minut,0
can you you think about hire some baggag attend at ewr been wait for bag for hr unit overcharg,0
fair enough don usual rant but it good to know someon listen,2
are you tell me that you are now cancel flight my flight,0
would be hard to be wors than last time but sure you ll give it shot,0
thank you for the delta transfer will my bag go too,2
happi to have had you on board pleas share detail here kp done,2
servic staff to is le than friendli,0
happen everi time in and out of newark,1
can you transfer my bag too,0
am comedian and promis will make fun of you on stage tonight,0
tri to and got through the whole charact and wa not even done,0
we were abl to get on the moon flight just got to our hotel in puerto rico thank you,2
you had u reboard without the captain so now we ll be sit in here for anoth min,0
on flight to houston delay duecto engin troubl willl you hold my connect to argentina at houston sinc late flight now,0
great appreci it smiling_face_with_smiling_ey,2
wa well taken care of thank ve alreadi been sent survey request ll share my posit experi despit delay,2
thank everyth ok now,2
dm sent thank so much for the strong custom servic,2
just delay my flight to slc by hour what give snowforc,0
ok thank sent you dm too you can disregard that,2
so excit wa put on an earlier flight to get home woo hoo travel party_popp party_popp party_popp,2
your airlin is joke person work special servic at ewr line is ppl deep grow up,0
more concern that you close club paid alot for at last flight the construct go on is veri inconveni,0
perfect thank you,2
care le about the person although he walk away while wa complain man at at lax club more,0
smile not,0
worst airlin in the world delay gate agent lose her mind over lb and charg me on top of the alreadi paid,0
will make it with the delay,1
we prefer everyon hear our complaint amount your airlin,0
whi do you bother survey me,0
on standbi for my connect flight st on the list nudgenudg told there are four slot open save it for me pleas,1
worst airlin ever after leg of travel am offici done on time is not in their vocab take my premier statu to,0
look back never heard from anyon had to call and frankli got standard sop still think about it today,1
donna and juan still the best in the unit club_ too bad ual doe not get it,0
am on and my connect flight is,1
just got interrog at the unit club chicago unitedairlin rude poorform,1
just want to contact someon with question not be put on hold for minut in order to be hung up on or sent to the pet line,0
can access frankfurt arriv loung when fli global first class,1
keep delay my flight horribl custom servic,0
ha the best pilot ever thank you guy for the great trip thatisal,2
realli down think downgrad the booz food select at the club is good way to go how about you look,0
you guy are atroci far better servic a silver on delta than you a platinum ll be switch back to delta,0
will thank you,2
thank for make sure they hear the messag,2
can go golfunit,1
got an email from cust care for an issu had offer me voucher how do claim that email back but got no repli dm me,1
have and been deni call and got hung up on did speak with manag on second call,0
club den east or west both are disgust,0
instal and work are not the same kick me out after an hour and wouldn let me back in four wast hour,0
would like to know if it possiabl to checkin onlin or must it be done at schiphol,1
how do you go fr silver elit for two straight year to group all the time get no group but mayb or what up,1
that what tri to do but when enter email into nd devic made email typo no way to fix it no option to log out in,0
what deliveri servic do you use like to call them myself,1
so the hr that you told me wa what guess they ve appar had the bag hr now and no call,0
my home for the next hr gfc,2
thank you,2
have to admit that not onli the app is good but have lot of use func such the live seat map congrat,2
still wait our bag web still can tell me it locat how come can tell at ani given minut where it is,0
serious after wait hour on the plane for my flight to leav at pm have to leav the plane great just great,0
kind of cool to run into your bo man at sfo,2
got call bag is to be deliv tonight thank for your repli,2
global first class loung ord menu yummi,2
pleasantli surpris with qualiti of servic and flight flew lga cle den friendli crew love the concept of byod worksnic,2
we like hear from you so whi haven you repli to my tweet and or email yet,0
rude grouchi agent at dull check in just got my hour trip off to lousi start he need nap or someth,0
use to be special peopl in group one whi not board global and togeth,0
that becaus you didnt read my entir tweet wife pm flight is now delay to that hour flight delay in week,0
a it alway is help to commun to custom,0
not a sure a you are,0
how doe that help me with my custom that couldn meet with and subsequ lost,0
thank you will address it with them,2
problem is on laptop not phone,0
question wa given food voucher but can use on plane how come,0
it cool didn need to go to work today or get home to make sure my hous is ok in the wind chill,1
pleas rerout oregon woman tenni to santa barbara there supposedli anoth connect from la,1
the wifi in the ewr loung remind me of the old day of dial up,0
need to pay for my car could have been on my flight if help desk did not say it alreadi left shame,0
too long for charact,0
bo sf wa in between waiver busi cancel flight due to weather befor after no flexibl compass in extrem circumst pensive_fac,0
tri that alreadi tri forget the wifi network connect still forc log in with incorrect email other suggest,0
see you tweet a littl a min ago are you just ignor my c request cantlogoutofunitedwifi,0
or did you mean,0
ha it been hr yet,0
anyon awak pay for wifi on iphon when need to be use it on laptop logout option for wifi in flight time is wast,0
doe great job of answer public messag direct privat messag not so much,0
work in custom support extrem sadden unit won waiv chang fee for flight had to cancel flight due to east coast storm,0
how my refund come along,0
anoth cking delay in the past hour,0
onlin incheck abl in the netherland am,1
from sfo to hnl with zero entertain system youareonyourown,0
how do you log out of wifi in flight don see ani option and made typo when log in help,0
when will you have special promot for flight depart newark nj to st john antigua,1
flight ua5631 from sfo to burbank ha been delay twice now still no plane in sight get it togeth,0
just say the truth you don even an email,0
mr she on her way now but thought id detail the extravaganza for you dobett pleas,0
hi if premium ec upgrad wa paid for then mileag bf upgrad done is the prem eco upgrad fare refund,1
deaffriendli get there read your review on,1
we follow the baggag rule on your websit and wa still charg but onli go one way,0
sent you dm hour ago,0
need to track lost luggag be ship to me need ph for human not autom,0
dm the conf to you did you receiv it,1
no it weigh and it wa the onli check bag,0
still wait for respons on whether or not you allow use of rear face car seat on an erj145,1
nonrefund henc wrote doesn make sens for my credit nothank,0
your websit wa down all day yesterday tri put all info in go thru today the flight bought went up,0
you do realiz my wife is wait on delay flight at thi veri moment not sure understand your tweet,0
minor and freak out bc might not make my connect flight to hawaii so ye frustrat,0
so sorri end up on u air flight thank you though for get back to me,2
have been deni not sure how you charg one way then on way hime,0
doe she need to complain on twitter for the refund or is it auto appli,1
even so chang could not be made onlin instruct to call an agent mayb the syastem should allow agent link passeng,0
case id,0
no have pricey chase mileag plu cc,1
your airbu a320 seat are aw they don reclin,0
to dm you have to follow you and not do that plu they re no more option that whi had to fli with you epicfail,0
great way to start my vacat with an on time departur look forward to my global first class suit,2
have and emboss badg and patch superior to the one you are current use,1
whi am sit on thi plane for an hour after schedul takeoff without cloud in the sky keepusguess isthisyourfirsttri,0
thank you for respond so promptli look forward to the km drive to the offic to file claim,2
that would be great,2
death in the famili cannot make flight tomorrow phone rep quot per person fee which is almost the cost of ticket help,1
of the airplan otherwis they would call the polic becaus the flight had to take off befor h30am,0
huh have sent crash report in feb alon in one day onli app have that consist crash,0
wa abus threaten and forc to travel in lower cabin last seat in yesterday flight from houston to sao paulo,0
you re welcom,2
contact yesterday and wa told that there noth they can do they suggest email for some compens cust servic,0
ua think it who wa look for help,1
re fsqthg thank,1
unfortun that doesn help just an autom comput,0
flt ewr to sfo excel servic friendli flight attend made the am flight veri good start to the day,2
ye from on instagram,2
you realli shouldn use the word crash just sayin,1
airlin delay our flight on the way to chicago and leav chicago next time it is,0
they inquir and then do noth about it pretend they re interest respond to your dm and no respons back,0
need assist to chang flight to get to an ail parent have flight leav tuesday need to chang asap to sooner custserv,1
must stop my relationship with you you ve becom greedi and heartless and our long term relationship is over,0
your custom servic is lack and you owe me camera also appreci not be interrupt everi time speak thank,0
you need to follow me order for me to dm,1
can get refund would like to book on better airlin,0
whom can call to discu a wa told that unit ha no phone contact with passeng thi is absurd,0
messag you a request and call your baggag team again it still in newark pleas help or let me know next step,0
airlin is chang mileageplu program march,1
there is onli one club at lax in termin across from gate,1
defin not an award for employ of the year united13,1
guess that not the busiest rout so base on traffic fuel cost region jet is the decis but still not great travel,0
flight delay minut in ord becaus plane didn have all the food that should be fix in the futur it dumb delay,0
need to chang flight from thi tuesday to sooner to attend to ail parent in fl need help custserv,1
need to chat with an actual human asap,0
have alreadi email but didn know if it wa more expedi to contact you here pleas advis thank,1
got an email say chang to my mileageplu account are confirm but didn make ani chang help,0
ye when land,1
joni did great job on flight to lax thank for great flight,2
so far so good just step down in denver next stop portland,2
disappoint in the servic will be miss my connect after over an hour delay cramp seat at least their app is good,0
what joke hang up on custom,0
over charg me one way for baggag find out other leav pittsburgh with same equip weren charg just hung up on me,0
orthodoc on call to in flight glad to have been of servic,2
so publicli you ask for detail on my flt sent you dm like you ask and have yet day to hear from you unitedfail,0
flight attend regain karma by give big sweati dad cold water guy wa run carri hi daughter last one onboard,2
realli hope to get some help here on my th attempt to get resolut and lost count of transfer help pleas mileageplu,0
click loung tab need to be fli on support airlin,1
sent you dm with my file refer number just want to know if someon ha locat my bag even if it not here yet,0
just want shout out thank the pilot and staff on the feb flight from newark to boston at pm they were super help,2
can you help from there ua4935 can take off without miss galley cart that no one can find pax all seat for last hour,0
for my grandma ella th she would love birthday greet from your flight crew she wa stewardess for eastern airlin,1
is hire flight dispatch chicago il network oper centerl,1
that doesn make ani sens ve been for over year and you re make it harder to keep me loyal,0
have all been updat with power outlet and seat back tv yet fli ord to tokyo narita on the th,1
need you to get my cousin to pdx she on day of travel now and we ve had to hire other sitter til she arriv thx for that,0
keep the flight cheap and earli on time and you are good flew and cancel flightl my flight time last month unit,2
the premier desk wa abl to rebook me with our friend at onli problem is now have to pay for check bag,0
did and a thought noth happen,0
not book on return flight,0
the flt to ord is correct per my dm it is the flight from ord to cvg wa charg for incorrectli,0
you need to chang the way custom servic is handl have been wait for supervisor to contact me for day what give,0
need to talk with an actual person about miss luggag pleas advis on how to make that happen,0
know can see that too but now estim time of dep is am don understand whi there wasn better estim hr ago,0
ani news,1
where we trick you into make u look popular on twitter by be the worst airlin wellplay jokesonu,0
whi do have to request refund whi charg twice in first place,0
ll be call soon but go tomorrow like it show on the app is not good option,0
ve fill out the form twice no email have lost item code can you verifi it wa receiv,0
messag sent thank you,2
that what have been told but refund doesn realli makeup for the inconveni caus and the miss meet doe it,0
thi is the year for van gogh fan to visit europ,1
thi is the year for van gogh fan to visit europ,1
pleas explain whi need to pay bag fee twice equal becaus delay flight result in bag be recheck overnight,0
watch the entir uncvsduk game on the tarmac befor cancel flight my flight becaus crew time out right befor my hr flight,0
reflight book problem would not have made me reach on time for my meet also didn wanna take chanc book myself on instead,0
who can eat at an airport for areyounew incompet no800numb feeltheheat,1
vacat day relev ritz in pr for the night lose day to idiot and sleep at the newark ramada priceless,0
that time when spent night tri to sleep in toddler bed at the airport ramada without my luggag you kidnap furiou,0
am call to check on futur flight and your first agent hung up and now you sent me to the pet travel line thi is hell,0
fyi the site app still show plenti of the unavail flight had error with almost hr after sellout fli,0
sure you ve been say that for a long a ve been tweet about your obsolet fleet promis are free,0
follow and messag thank so much for the help,2
did not that whi am veri concern,1
pleas consid let flyer with no overhead bin item board deplan first after first class make sens,0
will never be fli with unitedairlin ever again for check bag all under lb angrycustom unitedairlinessuck,0
thank jt,2
tri to locat passeng that land hr ago in ua938 can you assist is flight still in custom pleas help,1
thank you off to la to do someth veri special,2
the flight turn around for mechan reason on never to fli unit again a they don check their plane properli,0
is it customari to upgrad flight attend in uniform v passeng one is in on flt now to iah,0
you should realli have that address somewher on the websit find that complet irrit am unabl to take my flight now,0
ua1740 hr mechan delay all get is voucher will tweet when book next trip not on ua,0
spend minut beat up ladi about her bag fee random stranger come up and pay the fee randomactsofcorporategre,0
for fee,1
hi am still wait for the refund thi is ridicul or approv my ticket or give me refund pleas advis wht is go on,0
hi book flight yesterday and receiv an email confirm number but today got thi error no activ flight segment,1
ani updat with the dot look at the unit fare from london to the u from last week,1
thank mr got rebook alreadi but lost my first class seat such is life,0
book flight yesterday appear in my account confirm email but sinc few hour all disappear and err no segment in thi,0
no we are board but whi can your agent on the phone take care of travel link reserv,0
ewr ppl told me to call have day sinc monday still at layov loc have that ref tho ani help appreci,0
ruth wa veri help in re rout u to punta cana when dull connect fail other rep not so help,0
thank you smiling_face_with_smiling_ey,2
we book at the same time and he call wa told confirm we were link even after he had to make chang to hi rez,0
you board flight and then cancel flight it becaus it doesn have pilot now miss my meet atlanta becaus someon slept in,0
don have milag number can sent my mail to you via dm you re not follow me follow you now so you can sent me dm,1
no respons week sinc complaint submit and day sinc you all said you would look into it,0
thx come hell or high water,0
worri the cold weather or snow would delay u thi morn but no it wa the pilot stillwait,0
rush through the degre weather to get to the airport on time too bad the pilot didn do the same stillwait,0
refund,1
aisl pleas,1
thank for the quick repli just fill in the form idnumber8569822 hopetogetanswersoon,2
hand slip of paper to call have call day tri to get it sent still layov airport have that ref tho,0
good mayb that will make up for lose my medallion probablynot,1
that fine ll take them,2
live abroad and am flight book problem flight for when come visit the state,1
have,1
to recap you bounc me off my flight lie to me then hung up on me what am suppos to think do now,0
thank you my second flight alreadi got bump up to st love it,2
she said she would need to get supervisor while wait for the supervisor she hung up on me,0
just call and ladi at your oversea call center said she saw no note explain the situat again,0
she could not access seat map so she said she would note the upgrad in my itinerari and to call back late flightr,0
spoke to someon on your feedback line last night who said she would get me prefer choic seat for today,0
all good ll call tomorrow thank,2
next day,1
fill out the form but haven receiv ani sort of email confirm that it been receiv is that normal,1
lose my luggag and lose my reserv after hour travel day just want to get to in the am,0
oh flight wa fine my lost luggag not so much look like ll be at least half day late flight to my confer in santa monica,0
flight without work screen for me and my friend and not possibl to move to anoth place unitedfail worsttripofmylif,0
n26902 dreamlin leaf london heathrow,1
gj flight didn have wifi even though it wa promis to by your ground crew anotherdisappoint,0
gj will you have to agre that hour late flight for arriv is unaccept onli hope and pray my bag is here,0
unhappi with unit servic read ralph nader open letter to ual ceo leav comment or rt,0
ok can dm you the info,1
the best seat should be for pay custom and we should get to board first badcustomerservic,0
thi happen all the time unit pilot are alway in the exit row america treat there custom better than their employe,0
ye when got to the gate specif ask if there where ani other seat veri discourag to walk past the crew,0
koa lax should have fresh food servic right,1
omg thank smiling_cat_face_with_heart eye smiling_cat_face_with_heart eye smiling_cat_face_with_heart eye,2
unavail leg that regist hour after be sold out onli option to offer after min wa ticket or traveloc of2,0
error messag said couldn process request at the last step after seat select on each leg agent wa unawar of an of,0
soon go to have more wait time for gate in empti msp airport than it wa in flight min and still count,0
horribl wait time on to get gate show total miss manag valu custom time and respect thier sentiment,0
veri disappoint by the servic start from gate oper at bo who wa rude in stop carri on bag,0
your servic suck to mexico from houston you final realiz that snack in1st don work you cheap a,0
will do thank you,1
okay thank you both,1
they had snack avail just no fresh food not sure what happen but sure we will grab bite befor our sfo connect,1
if guy on flight follow through on threat to sue becaus he couldn carri on bag will defend you for free,0
done a request,1
pl post video of belliger jerk rant at sfo that he go to sue you for make him check hi rd bag he hoot,0
gj do believ that thi is hand down the worst servic ve ever experienc make look amaz unitedairlin,0
pleas give special thank to aaron in tampa offic for help me for liter two hour he amaz mission accomplish,2
can tell purchas through the websit becaus they put u on lufthansa flight for the first leg,0
turkish airlin rebook u unit flight on our second leg from fra iad is there ani way to check if upgrad are avail,1
hey left my favorit blanket on the plane bring it back home to me,1
gj funni did and the attend recommend me tweet you let you know about my subpar custom servic runaround,0
follow dm,1
want hotel room and whiskey,1
flight gotta make thi connector,1
ok note all detail will be dm ed to you shortli,1
the gate are veri far though,0
ua5029 from ric ua507 from ord ua423 from den all delay for non weather issu way to go your bat but no hotel,0
would have made it if you hadn alreadi book me on anoth flight and cancel flight my origin reserv,0
how can book reward travel in august everyth is black out,0
did win,2
tri to chang flight book just hour ago but onlin system is charg me fee per passeng could you pleas help,0
have submit my complaint need to be compens how long will thi take,0
ani info on delay at sfo tomorrow due to low cloud,1
becaus of the horrif flight experi you guy have made me never want to fli on an airplan everi again,0
flight to rsw tonight me twin year old pilot who wa in row by me stay to help me get the boy bag off lifesav,2
my fli unit is over sorri the captain still had minut of pre flight prepar to make while we sat with no air,0
thank,1
ye thx at land at,2
get clue am mm miler and that is the respons you give,0
wa onli tri to get my email what are you talk about what most busi peopl expect from airlin wifi,0
we final just arriv to bogota good but long flight,1
it not there we tri it alreadi here in cancun just no one ha deliv it,0
what you did wa illeg and breach of contract will be in touch but not through your custom feedback,0
it not the way to treat your custom we had lot of issu and it wa not worth our headach we went thru,0
ye we are in ewr and it wa correct but just the fact the it wa beought up for u to share room is unexpact,0
want to make my day friend is premier should be soon ani chanc you can upgrad our two hr leg of flight to ecom plu,1
pleas review and fix your baggag procedur at dull becaus it happen everi week when my sister travel there on your airlin,0
noth els from you gj where is your custom servic,0
that of cours in lax,1
ok thank where are you counter locat and how late flight are they open,1
oh no rebook hour after my origin arriv time we can talk compens,0
my cowork that had the same conflict a me with the hotel issu tri to share post on their facebook page and they eras it,0
lost my parent luggag to cancun said it would be deliv to hotel by pm it is now almost pm,0
then watch my connect flight in den pull away from the gate onli to pull into the same gate slapinthefac,0
and on some version of the row ha no window at all go ahead check we ll wait,0
pretti sure ve got shin split from sprint through iah onli to watch my plane pull away from the jet way,0
well the incom flight to dca to take u to ewr wa delay and it made u miss our connect to fll so ye hotel were necessari,0
can you pleas stop cancel flightl your flight am tri to get home to take two exam tomorrow you ve cancel flightl flight on me,0
ve been hung up on twice by your staff so upset right now,0
dca ewr flight,1
hour flight from fll to ewr now wait hour plu for bag no sign yet what give,0
wa such better airlin when you were continent servic fee flight book problem fee talk to human fee fu,0
ani chanc you could look into my problem from earlier,1
thi is despic spoke to mani diff peopl everyon is tell me someth differ have claim no need my bag now,0
how come the crew travel on the flight get better seat and get stuck check my bag and the crew bag got on the flight,0
funni thing happen we arriv on our flight from denver at the same gate we are current schedul to depart for sydney at lol,0
forgot that intl flight out of lax don go from intl termin easiest re check in ever woo,2
can you pleas tell me where unit fli to from sydney australia pref asia pac or u a have voucher to redeem,1
you can claim weather with your hardwork crew pull seat out of plane do the right thing but we both know you won,0
you re missin the point there wa no weather you re lie seat wa broken but claim weather to get out of hotel classi,0
are you tri to break world record for most delay flight in year,0
have flight that don appear to have been appli to my mileageplu account can you help,1
just an aussi cowgirl lookin for my cowboy take me to fort worth estel say ll find him there,1
okay thank you for your help,2
thi is not what captain said your pm flight to san francisco is delay due to weather ua1416 now depart failagain,0
thank,2
bet doesn turn thirti minut delay on an origin flight into hour delay arriv time,0
is the best way to re unit me with my one true love shop in usa fashion capit newyork unitedvusa,2
should find way to distinguish board of premier member and credit card holder group is too big,1
final destin wa book through unit but with quanta unit ha not yet contact auckland am unawar of case id number,0
wa in the air just dmd you,1
worst fli experi ever the past three day your airlin need to get it togeth lost custom with me,0
ye have,0
customerservic fail long time flyer switch airlin frustrat,0
okay thank for your help jt appreci your time,2
screw over my professor mayb we should tell everyon about aviat airport airlin innov startup tech,0
now do the right thing and reinstat the ticket you void unitedfail,0
neg done wast time with amateur at custom servic thank for at least offer,0
wa there few week ago awesom bright vibrant and no habitrail,2
no worri after everyon board the cushion were brought in took while but they made it here,2
sprint from concours to and just made it cough up lung in the process but am now in clt tnx,1
hey think someon could meet me with my book when arriv at at it ye pleas amypoehl oscar took it,1
hope they will give me feedback bafor my flight,1
veri good flight thank you,2
can you dm me been on hold with custom servic veri long time min and get the run around thank,0
ask if you can simplifi the commun thx,0
ye lhrt2 loung is fantast if onli the u one could be remot similar,2
omg where is my bag yyzua70435 enough with the shenanigan alreadi it get real old real quick,0
now see it hour thank,1
we invit to fallow learn about our activ prevent program of health by condom rito famili we thank,1
veri nice at lhr congrat but stick with aa ba,1
how long will it take for mile that re purchas they had expir to show up reciev an email that the request had been,0
pleas stall flight out of ord have to get to sna tonight,0
thank will,2
can you get gate for ua4727 turribl,0
is the worst airlin lost my luggag delay my flight and ha been veri unaccomid,0
flight,1
flight n33289 arriv at follow flight from,1
is offici my favorit airlin they have creat magic for me all day friendlyski careyon,2
we had wonder flight attend name leah that wa with u from lga to den then den to anchorag,2
wa protect on that flight by gate agent kerri at la she also did an excel job get me to my destin today thank,2
ye you can will dm,1
your staff both on deck and in the cabin on ua768 sfo bo were except today pleas tell them well done,2
mean is there real live person somewher can go and speak to at newark post secur,0
hi just bought flight with unit through ebok from pari to miami do have ani chanc to check that everyth is ok,1
no worri think it under control the email are keep me inform,1
have talk to them on standbi for tomorrow but it doesn look good may have to stay here till friday that not guarante,0
jt is the ord to phl flight at pm cdt delay dm kinda hope not to be strand at ord either,1
what happen to flight statu map it wa so cool,1
plz don advertis wifi if it not gonna work thank worstflightev,0
hi guy submit request for ticket hotel reimburs for delay over night stay come back from the dominican help,1
apolog to the presid onc those employe blame him heard it repeat time,0
ye want to complain your cowork wa neither is there custom servic point airsid,1
chang fee of same exact flight from atl hou is whi charg of the math doesn add up,0
hello oversea my bag is lost can call custom servic but can you help me,0
land in anchorag then on our way to fairbank,2
knew should ve flew lol,0
ua1641 ewr mco feb wifi never connect but allow me to purchas access twice charg me who do need to file claim with,0
thnx,2
will admit you ve been rather good to me over the year you ve still got me hook for now peac,2
it kinda funni no worri,2
my feedback and concern via your site aren go to improv my poor airport experi,0
just drop bag at newark your desk guy wa the rudest custom face person have met even my two child were shock,0
great look forward to your respons to my dm then,2
it wa quit enjoy smiling_face_with_smiling_ey except now he stuck on the runway in houston confused_fac,0
thank you for get our daughter home when cancel flightl all their flight to nashvil,2
thank for the re upgrad to st class it may be min flight but it is appreci,2
make total sens except flight wasn full ve got empti seat around me overhead were more than half open when board,0
sorri to hear about your flight do you need help reflight book problem thumbs_down,1
now we are tri to get to san juan from chicago hare have lot of problem may get standbi flight,0
alright thank you is there page that say the rout you have for each aircraft specif the,1
well sorta we tri to get to aquadilla pr but onli flight go there day all are book ua cancel flight our flight to nj,0
whi doe it cost to chang the citi of origin when the same flight on cost customerservicefail,0
just sent long note with some suggest thank for get back to me,1
there are at least of u on ua1564 at ord wait to deplan to catch ua4232 to clt ani chanc of wait to last second for u,1
done thnx,2
still frustrat gave up my seat the promis travel certif wa withheld explan,0
gotta love give up st class upgrad flight delay to get anoth flight also delay just to ensur make my connect,0
pti to pit via iah,1
not sure what happen msp yesterday but veri unhappi my bag wa not onli delay but sat at msp for hr b4 deliveri am,0
is it possibl to redeem mile for one part of round trip itinerari without have to book two separ reserv,1
fli on the way back rare fli them but let see if they are ani better,0
sent,1
it almost like we re punish for live near larg metro area ewr wa top rank for domest delay not good,0
honestli stop tri to report thing via websit now just laugh flight work mile accru sure it just cosmet,2
thank weather is understand but when everi singl domest flight is delay becaus of inbound int flight it crazi,0
houston bogota board again safeti first it seem the mechan fix the problem faster good energi to fli home famili,2
no tag number luggag wa taken off the weigh scale and appear to have been sent off on conveyor belt without ani tag,0
have report it still in istanbul at the moment appar on the other plane haha hat off to the pilot,2
understand did tri flight book problem sever time for passeng got the messag mention befor a for the agent price,1
hey awesom thank for the repli will be fill the form out,2
fli tomorrow from mexico to u mileag tkt dont show statu help,0
correct date is,0
phone rep none could see wa rebook so miss that flight told to go standbi for nonexist late flightr flight did hurt you,0
report wa file with the airport polic on th and th februari have the polic case number if requir,0
can dm you re not follow lly144 rebook on ua1516 but still need seat,0
the supervisor on situat stacey took all our detail no claim number given to u,0
hour sinc board began and we re still sit at the gate ua507,0
tk for repli psp employe blame late flight departur on potu when main reason were dvr flt late flight insuffici ground crew to handl,0
took thi one just for you not window also not fun if you get motion sick,0
they are all pilot fa and ground personnel do great job weather is to blame who do talk to about that,2
find thi text funni consid we are still sit here becaus seat need to be chang out,0
houston bogota with an engin problem mechan tri to fix the problem safeti first better to chang the plane,0
thank make sens just annoy that it can be determin better,0
patient drink and tweet about my experi,1
you have yourselv to blame for give me the time to get drunk and tell you how feel about your overpr sub par airlin,0
idea if don want u to be frustrat don cancel flight flight becaus your crew overflow toilet get plumber,0
will be patient in my luxuri middl seat on my next delay flight,0
will be patient a your agent explain how you have me book on new flight for when that plane doesn arriv until,0
pleas help trace my luggag which wa put through without name tag on februari at albuquerqu airport,0
be patient while let thi string of tweet go out show peopl you are bad at your busi,0
