text,airline_sentiment
thank delay hour board u onto reek vomit clean properli,negative
land might want check plane houston sound takeoff land,negative
even look right call mad,negative
dm ed request num,neutral
request onlin refund option deni say ticket use hope understand problem approach,negative
nope still sit gate,negative
bagag take cabin dont need check correct,neutral
exactli,neutral
passeng wait insid runway return back gate count valid journey,negative
ye partli use del ewr use return cancel flightl due technic glitch oper,negative
thank appreci respons,positive
old school ride home lax houston flyingretro,neutral
appreci look compens anyth troubl still taken,negative
mine gjqx6j husband a587cw dm reason,neutral
thank thank thank contact thank offer travel certif unitedairlin,positive
anoth terribl experi unit discrimin delay help custom servic unit notimpress,negative
hi fli iad tomorrow even expect delay cancel flightlat snow storm,neutral
busi decis made inconveni possibl caus lost custom good busi decis cranki,negative
sent dm thank incred happi fast respons got via twitter via custom care thank,positive
pleas provid updat ua strand unit inform crew plane,negative
thank remind much easier fli southwest get agent sfo,negative
perfect work thank,positive
still one day visa expir june book day,negative
followback dm plz,neutral
mia ewr grinning_face_with_smiling_ey grinning_face_with_smiling_ey grinning_face_with_smiling_ey excel crew ewr iad pouting_fac pouting_fac pouting_fac crew load bag wait door open freez min past departur,negative
custom servic crap,negative
thank ground crew surpris flight arriv beingsuckontarmacsuck,negative
mechan issu look like got fix thank concern,positive
ua1023 sit tarmac ord visibl gate open reassign gate,negative
thank,positive
usual issu express sfo posit note mainlin enjoy,negative
sato rebook upset travel offic fix,negative
kind unnerv watch guy deic plane text phone whole time,negative
refresh browser right checkout error load messag ticket price increas matter sec dounotwantmybusi,negative
unit vote everi year one worst airlin enjoy titl give jedediah free pass,negative
think board back plane whatstheholdup chitocl,negative
plane thank mayb let mani peopl check teem moron,positive
thank seat made year old broken tv flight year last airlin,negative
ua6357 need de ice stat wait turn,neutral
ye board way mani time never show pa tarmac multipl time path rail way,neutral
fair enough unit everybodi best although slight delay turn cancel flightlat,negative
still wait bag never got deliv yesterday reach real person help send dm ref number,negative
worst experi ever never ever fli airlin,negative
go thru detail want record repeat real person get line,negative
look like came thank help,positive
anyth yet jj,neutral
would person take hour hour wait time tell lie,negative
hey dm work ua,negative
refund team far custom care courtesi need train work ethic like sir lie help,negative
split flight quadrupl price,negative
contd told ask refund use ticket got cancel flightl ticket use,negative
sever trial sever hour wait phone contact custom care get refund get cold shoulder,negative
book paid get denver specif time meet fail caus weather,negative
sinc get good transcontinent flight pleasur relief,positive
understand paid premium get cancel flight best next avail,negative
aw one lavatori function peopl line bump etc use st class bathroom ridicul,negative
current board food menu avail anywher onlin,neutral
airlin chang mileageplu program winner loser,neutral
actual still park,negative
put sun carri rt right would heat wave enjoy warmth bring home jj,neutral
thank,positive
thank prompt respons anoth hour enjoy vacat perhap bug app still show,positive
appli one travel certif per itinerari even multipl flight,negative
appreci sentiment abl get ground still miss connect,positive
log view reserv tri view specif reserv take back login page,negative
go round round go week,neutral
thank prompt assist,positive
time delay miss next time lost baggag clean cloth thx,negative
look email chain one,neutral
hell mile expir realli look forward accru enough free year,negative
thank time updat,positive
also want name right first child fli home visit mother avoid winter depress,neutral
familiar procedur first time unitedairlin lost one bag unhappytravel,negative
get give inaccur mislead info seem like great way hopethegearmakesitintact,negative
clean region jet take hour,negative
baggag check crew friendliest ever ogg lax,positive
thank mean minut make intern connect hkg,neutral
kp travel tri cheer m bila,neutral
tri charg tri make chang phone includ chang fee wtf,negative
thank offer sort,positive
workin wait repli,neutral
roll delay hour minut,negative
believ custom servic last post narita tokyo sent motel rest said standbi mayb day,negative
think best first class ever gotten denver lax wonder,positive
cours inflight crew great,positive
well play lo,positive
pilot ua475 land plane like gentli place u pile whip cream smoothest land ever,positive
websit complet joke use safari,negative
new seat canadaair region jet plain suck,negative
anoth countri pleas cancel reserv book swiss air,neutral
airlin abus expens video equip overcharg privileg via,negative
found,neutral
repli lol hope least new plane maintain unamused_fac,negative
somebodi say upgrad,negative
dm sent,neutral
tripitpro accur delay dept time hour late flightr hear curiou,negative
tell airlin lost mine famili busi day age messag twitter travel fast,negative
tri reach number last standby gave meal voucher potenti day standby,negative
disappoint custom servic,negative
board time deplan minut delay transpar wait give gold statu aa,negative
wife sarah stocker also call could connect custom servic,negative
victim scam shit custom servic time agent hung wtf teach staff,negative
frustrat boil deal attend attitud ridicul,negative
nice know hour time worth free directtv everyon ever hear prevent mainten,negative
may true howev week matter still unresolv get supervisor manag help,negative
obvious one know darn thing around get resolv,negative
go forward book problem star allianc flight unit app,neutral
notif yet staff board say accur departur time,negative
know seat actual narrow seat feel like mayb extra bloat,negative
dm sent lack custom servic get ridicul,negative
delay go home get realli tire delay,negative
big thank mn kn patient clarifi unit domest world,positive
uh book ua websit price chang,negative
rebook get home hour late flightr plan chanc ever see bag unhappytravel,negative
unit club team got seat late flightr still sure last min ual cancel flightlat cost yet overbook folk get,negative
yyc provid free food allow back board broken lightbulb,negative
look fare return companion understand addit fee necessari,negative
thank much help ton whoever twitter acct today deserv handshak hot chocol problemsolv,positive
left headphon ua4689 yhz ewr long shot see worth tweet anyway,neutral
thousand fan ask give utmost effort get safe baggag soon,neutral
wait,positive
specif last two probabl foot apart within sight,negative
love told would issu refund get u way hurrican deni,positive
without baggag day get updat houston airport sinc monday worst servic ever,negative
ye three differ checker along walk plane overkil,negative
bummer might go card instead ty respons though,negative
pleas dm detail like help need assist kp anoth airlin issu,neutral
sure busi go els airlin travel name kathryn sotelo,negative
pleas arrang someon arriv gate chicago either refund first class upgrad,neutral
made check carri pbi newark plane luggag stow full cost time money aggrav,negative
way contact work father pa head denver,negative
two flight today let hope kit get treatment,negative
thnx,positive
pleas help regard pnr a3zz0f waitlist,negative
email jim compton jeff smisek hope pay attent,neutral
hope solut insur cover issu,negative
custom servic solut might miss show,negative
deserv go bankrupt delay outbound info connect go miss,negative
flt delay mainten fix board crew stay board area fail,negative
anymor final ticket min takeoff sure confus full fare gsa ticket,negative
mile earn explor card count toward lifetim mile,neutral
ye still know told might one confirm,negative
someth miss check baggag,neutral
wind chill ithica degre troubl lose cloth give shirt burn warmth unit,negative
aw thank kind word total make extra hour sit airport soooo much better,positive
frontier current offer weather except weekend unit,neutral
call custom servic delay flight today luggag misplac disast across board,negative
crew notifi passeng move water fix tarmac two hour,negative
link help put touch manag,negative
might imagin former pilot particularli touch gestur pleas let fo know keepingtraditionsal,positive
delay cmh ord ran gate min b4 connect door close one around ignor st agent nd super rude thanksunit,negative
guess kit kat look tasti go near sandwich,negative
wors head laguardia delay tray tabl size mous pad overhead size pocket,negative
iah ewr broken entertain system wifi despit info app,negative
custom servic terribl,negative
done,neutral
pleas send help asap chicago seat airlin,negative
defin appreci doubt worst major airlin usa act much feedback,negative
yea refund airlin ruin trip,negative
sent thank,positive
wonder unfortun help hr major citi disappoint,negative
thank delay hour miss connect terribl custom servic neveragain vacat,negative
got rebook aa one question though automat refund check baggag fee cancel flightl,negative
good team noth short amaz everyth,negative
new window kind tick pick aisl seat hate window seat annoy epicfail,negative
good fli unit businessfirst,positive
nope rebook houston could get amarillo pm stuck sfo four hour,negative
thank made,positive
past,neutral
thank dmed hn,positive
money suck airlin terribl terribl custom servic,negative
awar airbu fleet suck rather fli full rubber dog shit,negative
issu except polici denver weekend,neutral
need breakdown intern surcharg flight cover pleas help,neutral
fyi staff tell custom tri carrier,negative
possibl mess trip anymor thank terribl airlin disappoint,negative
wifi ua688 sf chicago p tech intro video joke epicfail,negative
thx,neutral
base suggest passeng rental car standbi one way anoth leav,neutral
thank repli box mine miss one ad bag,negative
wifi ua688 sf ord realli wow,negative
give belfast hug new unmiss bushug format impact busad thinkbu,neutral
worst,negative
haha clean plane held overnight hangar sound love also lie screensand say weather,negative
charg delay unit still wait,negative
save check snowboard tri check morn websit want prem gold,neutral
travel fra thru iad mco tomorrow concern abt iad weather chang advisori issu advic,neutral
made feel guilti economi plu pay extra leg room,negative
cancel flightl new hope,negative
cancel flightl newflight upset one cancel flight could rent car would honest,negative
enjoy heathrow loung much almost miss,positive
hi tri book new one way departur show pm seem accur,positive
stuck ord unit find airplan lol upset termin right,negative
contact request chariti donat thankyou,neutral
wth honest custom better last chang drive home plane left,negative
nd time row charg plane ticket unit check cc everytim,negative
need custom servic manag contact pleas,neutral
realli go leav newark today tell u rent car want end strand,negative
thank repli saw particularli help hungri vegetarian fli specif flight shrug,negative
funni board pa said prioriti clearli prioriti airlin,negative
sure offer noth inconveni put twice month tweet cut,negative
cancel like,negative
screw twice one month learn lesson,negative
point offer free check bag lose,negative
cheer,neutral
pleas send link email formal compliment iren slc best custom servic ever paxex,positive
thnx lo,positive
ye houston int bush,neutral
hi cun ewr show departur pm unit app confirm look correct thank,neutral
vega houston cancel flight morn due oper mean thank god woke earli today,negative
thank,neutral
educ staff need also turn away first class cabin passeng mileag plu,negative
item mine mysteri end check bag ewr yow miss black box,negative
guess go cancel flightl empti seat confirm import frustrat,negative
instead make seat smaller thinner jam peopl concentr maint happi custom,negative
need assist pull agent head ass,negative
gate definit full park wheel chock custom servic call unmet arriv,negative
anoth glitch,negative
spite delay great custom servic provid janet baggag employe karen wonder employe unit,positive
realli hard time believ plane termin delay mechan issu whatgiv dullessuck,negative
start xdaili erj145 flight chicago evansvil jun avgeek,neutral
almost half hour tarmac wait paper cannot miss connect iah,negative
worst airlin ever thank slew rude agent staff make delay flight even wors,negative
chanc hell rather walk worst airlin ever,negative
worst major u airlin proof board plane outsid galley door open degre weather wtf,negative
check boardingpass checkin bagag guess set,neutral
alway make cross countri flight rad babi flier charlott thtime5monthsold,positive
late damag done easili worst airlin experi life miss two connect flight day work ua49,negative
know awar premier access line close termin feel love,negative
firstclass london way londonfashionweek lfw15 high heeled_sho nited_kingdom high heeled_sho nited_kingdom high heeled_sho nited_kingdom,positive
disappoint learn charg use mile upgrad p jfk flight look altern,negative
kid send stuff thank,neutral
unaccept practic leav cancel flight passeng sleep cement pillow ua1724,negative
get crew member wait told minut ago land still gate,negative
massiv fail delay transport crew member caus mani miss connect unreal,negative
worst custom experi houston intl airport ground support even member nightmar,negative
tremend would recommend,neutral
help delay im go miss connect,negative
count pleas let delay needtocatchmynextflight alreadyrebookedonc,negative
imposs actual get passeng luggag final destin,negative
huge kudo fo sunday flt sjo iad hand daughter first pair wing keep tradit aliv,positive
awesom new plane,positive
flightdelay earli craft arriv pilot stuck traffic fail nocustomerservic nocompens,negative
oh unit much despis thee,negative
let see today hope time dept dullestostatecolleg runningonthreehoursofsleep delayedovernight,neutral
flt capt herman amaz came play ask captain anyth wonder ambassador airlin,positive
airlin biggest joke oper world,negative
go baggag claim newark tiredandwanttogohom,negative
usual loung staff fantast except today mco almost deni entri loung even though travel unit first,negative
hour delay misplac bag poor commun wors unsympathet confront gate agent cool,negative
respond mail facebook msg still wate ticket get realli angri disappoint,negative
send jeff smisek trip jetblu sw make sure take note would never choos fli unit,negative
disappoint servic level staff commun bummer,negative
pre dawn miami ewr annual sobewff trip,neutral
thank great news refund ticket due bad exchang rate knew would come sen,negative
thank wonder global first class fra great servic cont,positive
got look forward hear soon,neutral
go rectifi pleas direct complaint depart stickingtodelta,negative
thank unit beauti place stay day longer book let know mn,positive
top attend talk loudli throug even light dim result sleep,negative
seem like one unit help lot finger point zero peopl step least gate oreo,negative
access dial make faster,negative
impress actual get respons winking_face_with_tongu,neutral
hi left asu tablet heathrow newark th feb wonder long take someon check found,neutral
hr delay start huge queue secur repres meet u rude staff baggag reclaim ineffici,negative
worst attend like angri drunk aunt everyth argument,negative
black white eu law cancel flightl want money,negative
accordingli dont respond,negative
extra care airlin unitedairlin care trust customerservic non exist,negative
anoth unfortun case bad luck usual mainten issu swap plane ont get late,negative
shame great custom servic continu sfo slightli absurd,negative
onlyinamerica day word unitedairlin customerservic bad pr guy,negative
still await repli ur custom servic day respons lousi unitedairlin,negative
alright thank much appreci,positive
happen airlin given voucher transpar problem,negative
thank book spent extra hr ten explan fli middl seat char instead memphi,negative
agent rick clifton sea hou told father die need get handbag cabin noth shame,negative
chanc allow reflight book problem yet travel denver weekend due impend storm,neutral
watch crew escort back st class prebook realli dissatisfact und,negative
thank yup set happen slc ground staff prompt help courteou,positive
plenti empti seat coach dissatisfact understood crew member travel duti pre book,negative
good die anyth say get pay,negative
thank much abl contact,positive
mayb return trip thumbs_up,positive
staff laguardia lago nigeria unprofession uncar help ou,negative
got gate thank check,positive
kept passeng wait night plane put servic leav everyon strand night inexcus,negative
especi like upgrad three crew member first class instead passeng keepitclassi customerservic,positive
hello got month ago constantli think peanut anyway could send,neutral
flt lax ewr pilot brag get ewr earli wait min jetway driver thank unit,negative
happi found phone easili worst system ever heard,negative
realli hour like delay avoid way asap,negative
wait hour airport told one fib ual honest custom,negative
round trip,neutral
well yet check bag alreadi vanish left airport yet,negative
thank tonight would seem,neutral
rapid trip plane ticket idaho california problem would wonder,negative
agent help point problem want mess somebodi els plan flow tech team pl,negative
delay hour one hour frustrat also unabl get decent meal hour never,negative
pleas went beyond made u number one prioriti,positive
guy awesom thank,positive
thnx,positive
think statu noth think bug search system,negative
anna palm spring gate deserv medal handl ppl miss flight like pro,positive
would appreci answer alert cancel flight plane land showsomerespect,negative
wtf delay delay hour yvr san unaccept crew avail blame never,negative
think left phone help,negative
great custom servic thank,positive
thank would awesom,positive
hey left comput bag comput insid unit file onlin report respons,negative
empti upon takeoff someon sit,negative
case id request day get respons b,negative
nawww unit fave airlin,positive
thank form submit bet someon would honest enough turn though,negative
lh return busi ticket den fra fli domest bag check fra need claim,neutral
also unit phone repres ask web password normal,neutral
differ book flight want screen shot,negative
plan reduc delay,neutral
search flight redeem mile get differ search result user account reason,neutral
rebook hour origin say handl situat bad would understat,negative
would like supervisor talk wait attend one walk left,negative
phone number custom servic question,neutral
kid left kindl fire hd onboard ua1037 ord sfo today row abc def whole row amongst u help,neutral
understand situat wait open pm,negative
hope see board soon thank tweet ey clapping_hand clapping_hand,positive
curiou go final learn customerservic,negative
nice see sens humor hourdelay want home settl beer safe air cours,negative
surpris go last year noth year happen soft land polici level,neutral
pay person portland airport fli perth done u air,neutral
servic desk gate help u find get u dest time got cancel flightl,negative
thank answer question want make reserv phone perth hold hr famili,negative
delay much straight cancel flightlat weather issu either,negative
thank ruin wed anniversari ua4904 ewr rdu delay hour reach home nxt day,negative
cancel flightl unknown reason realli given anyth make overnight layov toler,negative
differ respons posit someth learn,negative
ye rebook lose trust want get anywher time,negative
thank keep good work,positive
reflight book problem last day time unit wait time second kudo excel custom servic,positive
solut,negative
mind,neutral
evri st take delay evri nd time miss evri time lastflightofthenight breakup,negative
submit complaint line never heard back id find,negative
cool custom told care either expect,negative
freak worthless hate airlin,negative
us3645 leav ord time week shame,negative
miss daughter suppos dpt ord dpted pm check week averag ua3645 shame day averag pm,negative
understand pilot would get plane st class empti coach seat near premier,neutral
fantast night wait hour delay airplan alert u cancel flight land whatstatu,negative
someon airport portland buy ticket pick use day late flightr perth australia thank,neutral
delta lax compens rental car,negative
happen spooki m8 spook much scare,neutral
miss set hotel flight delay sfo hour miss wed festiv friend disappointed_fac,negative
sent confirm via dm thank much,positive
board custom onto plane pilot thing expedit time line book new come,negative
would great us651621,positive
stuck tarmac last hour beer,negative
recent servic bad nc trip awe disappoint never,negative
freez gate bridg waitingforbag unit ewr,negative
land pm stand wait bag load plane side crew tiredcustom,negative
need plane get buffalo leav tonight progress,negative
rebook howev would nice wait extra min airport make right,negative
enough alreadi poor servic old plane ridicul rout time find new airlin statu match,negative
wait hour final board airplan find call mainten plane cold pouting_fac,negative
broke suitcas refus give repair estim,negative
schedul crew compet person work airlin,negative
help chicago get gate freez runway seem like crappi thing pm,negative
let go join first trip back nyc tourist,neutral
thank kp go tonight bad updat onlin phone give custom good info wast time,negative
got lost kindl mail thank,positive
code airfar refund,neutral
notic start board assum time board start ga clear standbi full flt,neutral
knew delay mht alb ewr get crew arriv late flightr departur updat site,negative
wtf updat time time manner known fight delay ur servic aw,negative
want book multi citi fare mile flight option pay st mile nd ump visa thank,neutral
wait plane long miss connect left earli last tonight help,negative
ord gate c25 flt rememb custom valuabl hard nice someon lug guitar carryon,negative
worst servic ever deni access move time hard schedul gate next time,negative
denver bag san jose see someth wrong,negative
know bad pray connect delay hour delay first justgetmehom,negative
play hide seek gate find minut,negative
ord delay air forc one last sbn min land,negative
flight realli cheap catch,neutral
lgjw7b voluntarili rerout st leg journey economi suppos re agent said reserv,neutral
hr late flightr still figur random text updat embarrass ua3728,negative
stop pick u cle,negative
book sept get best price april usa check cheaper con unhappi custom ripoff,negative
big properli manag time thing time least prepar gate land,negative
rather truth forc sit day tri get home,negative
leav soon thank,positive
anoth delay day delay outbound delay inbound wait ewr gate readi readi,negative
cancel flight mileag plu award reserv g6455c day yet see mile back despit agent confirm,negative
partner book individu reserv pr silver share premier privileg somehow,neutral
gate chang minut roanok sou fall hare pain,negative
nut said ground still albani plane someon compens,negative
doument via link howev four month respons suggest shall expect one,negative
zero concept custom servic oh connect delay,negative
curiou board without pilot seem crucial process,negative
sent dm,neutral
chang crazi youragentshavenoclu,negative
never get time hour delay earlier anoth hour delay connect make straight delay,negative
delay oversold passeng mess go compens,negative
blame weather lol wind cloud sky delay way ru kid charg lb delay,negative
wors oh delay reason way lon cancel flight reason le day return,negative
gate chang top realli hope compens point mileag account,negative
contact other get websit work none info valid,negative
hour stuck still plane total failur partner ensur best custom experi,negative
line iah avgeek,neutral
silenc tell,negative
thank hr delay ground crew land least break,negative
bought round trip chicago two day ago today half way get discount,neutral
illiter magic code make custom servic site work,negative
worst airlin ever staff nasti wifi bag delay due weather belt broken sell ual stock,negative
star bar a320 avgeek,neutral
confus agent direct u go websit delay noth work,negative
wonder time flight ogg msn lost rx eyeglass thick admir club chicago morn found,positive
minut wait still gate broken jetway might miss connect,negative
see inform board process kp get group reason,negative
bogota wallet fun,neutral
lost wallet yesterday houston bogota fill onlin form respons yet,negative
one hour departur time still updat,negative
follow see one experienc notic substanti downgrad servic post merger,negative
minut wait gate broken jetway differ gate mayb,negative
never got austin houston time connect ever ever,negative
got right safeti demonstr corpor funni reserv corni,positive
sit tarmac half hour land jetway broken daysofunitedfailur thingafteranoth,negative
look twitter histori usual servic non exist,negative
thank repli contact custom care get clarif issu,positive
give coupl week thank,neutral
make sure make cancel flight baggag upgrad fee seem like labyrinth might abl swindl,negative
consid time arriv destin half hour late flightr schedul,negative
thank tri take money without notic industri cancel servic refund issu cont,negative
direct phone number statu match desk realli regret book problem,negative
yet disappoint sit iad ua3728 hr seem know plane left albani fail,negative
still sit wait plane hour wast,negative
thank help wish phone rep could accomid,positive
line get longer move slower ladi work counter great need help customerservicefail,negative
updat would great,negative
wast time baggag claim thank dfw ground crew check bag without actual check space frustrat,negative
problem flight ny today,negative
heavi fli back palm spring air min,negative
board process suck learn,negative
ouch delay due mechan issu qro wait yall seem fall apart alwaysdelay unitedfail,negative
finger cross capabl get baggag point unit airlin,negative
happen afternoon huge amt incom plane sfo delay hour frustrat,negative
way impati part untruth proper system place,negative
mayb person work custom servic desk houston airport line row deep person work,negative
stick unit thank though effort much appreci,positive
survey long fli lot segment fill everi trip take minut,negative
think hire baggag attend ewr wait bag hr unit overcharg,negative
fair enough usual rant good know someon listen,positive
tell cancel flight,negative
would hard wors last time sure give shot,negative
thank delta transfer bag go,positive
happi board pleas share detail kp done,positive
servic staff le friendli,negative
happen everi time newark,neutral
transfer bag,negative
comedian promis make fun stage tonight,negative
tri got whole charact even done,negative
abl get moon got hotel puerto rico thank,positive
u reboard without captain sit anoth min,negative
houston delay duecto engin troubl willl hold connect argentina houston sinc late,negative
great appreci smiling_face_with_smiling_ey,positive
well taken care thank alreadi sent survey request share posit experi despit delay,positive
thank everyth ok,positive
dm sent thank much strong custom servic,positive
delay slc hour give snowforc,negative
ok thank sent dm disregard,positive
excit put earlier get home woo hoo travel party_popp party_popp party_popp,positive
airlin joke person work special servic ewr line ppl deep grow,negative
concern close club paid alot last construct go inconveni,negative
perfect thank,positive
care le person although walk away complain man lax club,negative
smile,negative
worst airlin world delay gate agent lose mind lb charg top alreadi paid,negative
make delay,neutral
prefer everyon hear complaint amount airlin,negative
bother survey,negative
standbi connect st list nudgenudg told four slot open save pleas,neutral
worst airlin ever leg travel offici done time vocab take premier statu,negative
look back never heard anyon call frankli got standard sop still think today,neutral
donna juan still best unit club_ bad ual get,negative
connect,neutral
got interrog unit club chicago unitedairlin rude poorform,neutral
want contact someon question put hold minut order hung sent pet line,negative
access frankfurt arriv loung fli global first class,neutral
keep delay horribl custom servic,negative
best pilot ever thank guy great trip thatisal,positive
realli think downgrad booz food select club good way go look,negative
guy atroci far better servic silver delta platinum switch back delta,negative
thank,positive
thank make sure hear messag,positive
go golfunit,neutral
got email cust care issu offer voucher claim email back got repli dm,neutral
deni call got hung speak manag second call,negative
club den east west disgust,negative
instal work kick hour let back four wast hour,negative
would like know possiabl checkin onlin must done schiphol,neutral
go fr silver elit two straight year group time get group mayb,neutral
tri enter email nd devic made email typo way fix option log,negative
deliveri servic use like call,neutral
hr told guess appar bag hr call,negative
home next hr gfc,positive
thank,positive
admit app good lot use func live seat map congrat,positive
still wait bag web still tell locat come tell given minut,negative
serious wait hour plane leav pm leav plane great great,negative
kind cool run bo man sfo,positive
got call bag deliv tonight thank repli,positive
global first class loung ord menu yummi,positive
pleasantli surpris qualiti servic flew lga cle den friendli crew love concept byod worksnic,positive
like hear repli tweet email yet,negative
rude grouchi agent dull check got hour trip lousi start need nap someth,negative
use special peopl group one board global togeth,negative
that didnt read entir tweet wife pm delay that hour delay week,negative
alway help commun custom,negative
sure,negative
help custom meet subsequ lost,negative
thank address,positive
problem laptop phone,negative
question given food voucher use plane come,negative
cool need go work today get home make sure hous ok wind chill,neutral
pleas rerout oregon woman tenni santa barbara supposedli anoth connect la,neutral
wifi ewr loung remind old day dial,negative
need pay car could help desk say alreadi left shame,negative
long charact,negative
bo sf waiver busi cancel flight due weather flexibl compass extrem circumst pensive_fac,negative
tri alreadi tri forget wifi network connect still forc log incorrect email suggest,negative
see tweet littl min ago ignor c request cantlogoutofunitedwifi,negative
mean,negative
hr yet,negative
anyon awak pay wifi iphon need use laptop logout option wifi time wast,negative
great job answer public messag direct privat messag much,negative
work custom support extrem sadden unit waiv chang fee flight cancel due east coast storm,negative
refund come along,negative
anoth cking delay past hour,negative
onlin incheck abl netherland am,neutral
sfo hnl zero entertain system youareonyourown,negative
log wifi see option made typo log help,negative
special promot flight depart newark nj st john antigua,neutral
ua5631 sfo burbank delay twice still plane sight get togeth,negative
say truth even email,negative
mr way thought id detail extravaganza dobett pleas,negative
hi premium ec upgrad paid mileag bf upgrad done prem eco upgrad fare refund,neutral
deaffriendli get read review,neutral
follow baggag rule websit still charg go one way,negative
sent dm hour ago,negative
need track lost luggag ship need ph human autom,negative
dm conf receiv,neutral
weigh check bag,negative
still wait respons whether allow use rear face car seat erj145,neutral
nonrefund henc wrote make sens credit nothank,negative
websit day yesterday tri put info go thru today bought went,negative
realiz wife wait delay moment sure understand tweet,negative
minor freak bc might make connect hawaii ye frustrat,negative
sorri end u air thank though get back,positive
deni sure charg one way way hime,negative
need complain twitter refund auto appli,neutral
even chang could made onlin instruct call agent mayb syastem allow agent link passeng,negative
case id,negative
pricey chase mileag plu cc,neutral
airbu a320 seat aw reclin,negative
dm follow plu option fli epicfail,negative
great way start vacat time departur look forward global first class suit,positive
emboss badg patch superior one current use,neutral
sit plane hour schedul takeoff without cloud sky keepusguess isthisyourfirsttri,negative
thank respond promptli look forward km drive offic file claim,positive
would great,positive
death famili cannot make tomorrow phone rep quot per person fee almost cost ticket help,neutral
airplan otherwis would call polic take h30am,negative
huh sent crash report feb alon one day app consist crash,negative
abus threaten forc travel lower cabin last seat yesterday houston sao paulo,negative
welcom,positive
contact yesterday told noth suggest email compens cust servic,negative
ua think look help,neutral
re fsqthg thank,neutral
unfortun help autom comput,negative
flt ewr sfo excel servic friendli attend made good start day,positive
ye instagram,positive
realli use word crash sayin,neutral
airlin delay way chicago leav chicago next time,negative
inquir noth pretend interest respond dm respons back,negative
need assist chang get ail parent leav tuesday need chang asap sooner custserv,neutral
must stop relationship becom greedi heartless long term relationship,negative
custom servic lack owe camera also appreci interrupt everi time speak thank,negative
need follow order dm,neutral
get refund would like book better airlin,negative
call discu told unit phone contact passeng absurd,negative
messag request call baggag team still newark pleas help let know next step,negative
airlin chang mileageplu program march,neutral
one club lax termin across gate,neutral
defin award employ year united13,neutral
guess busiest rout base traffic fuel cost region jet decis still great travel,negative
delay minut ord plane food fix futur dumb delay,negative
need chang tuesday sooner attend ail parent fl need help custserv,neutral
need chat actual human asap,negative
alreadi email know expedi contact pleas advis thank,neutral
got email say chang mileageplu account confirm make chang help,negative
ye land,neutral
joni great job lax thank great,positive
far good step denver next stop portland,positive
disappoint servic miss connect hour delay cramp seat least app good,negative
joke hang custom,negative
charg one way baggag find other leav pittsburgh equip charg hung,negative
orthodoc call glad servic,positive
publicli ask detail flt sent dm like ask yet day hear unitedfail,negative
attend regain karma give big sweati dad cold water guy run carri daughter last one onboard,positive
realli hope get help th attempt get resolut lost count transfer help pleas mileageplu,negative
click loung tab need fli support airlin,neutral
sent dm file refer number want know someon locat bag even yet,negative
want shout thank pilot staff feb newark boston pm super help,positive
help ua4935 take without miss galley cart one find pax seat last hour,negative
grandma ella th would love birthday greet crew stewardess eastern airlin,neutral
hire dispatch chicago il network oper centerl,neutral
make sens year make harder keep loyal,negative
updat power outlet seat back tv yet fli ord tokyo narita th,neutral
need get cousin pdx day travel hire sitter til arriv thx,negative
keep flight cheap earli time good flew cancel flightl time last month unit,positive
premier desk abl rebook friend problem pay check bag,negative
thought noth happen,negative
book return,negative
flt ord correct per dm ord cvg charg incorrectli,negative
need chang way custom servic handl wait supervisor contact day give,negative
need talk actual person miss luggag pleas advis make happen,negative
know see estim time dep understand better estim hr ago,negative
news,neutral
trick make u look popular twitter worst airlin wellplay jokesonu,negative
request refund charg twice first place,negative
call soon go tomorrow like show app good option,negative
fill form twice email lost item code verifi receiv,negative
messag sent thank,positive
told refund realli makeup inconveni caus miss meet,negative
year van gogh fan visit europ,neutral
year van gogh fan visit europ,neutral
pleas explain need pay bag fee twice equal delay result bag recheck overnight,negative
watch entir uncvsduk game tarmac cancel flight crew time right hr,negative
reflight book problem would made reach time meet also wanna take chanc book instead,negative
eat airport areyounew incompet no800numb feeltheheat,neutral
vacat day relev ritz pr night lose day idiot sleep newark ramada priceless,negative
time spent night tri sleep toddler bed airport ramada without luggag kidnap furiou,negative
call check futur first agent hung sent pet travel line hell,negative
fyi site app still show plenti unavail flight error almost hr sellout fli,negative
sure say long tweet obsolet fleet promis free,negative
follow messag thank much help,positive
concern,neutral
pleas consid let flyer overhead bin item board deplan first first class make sens,negative
never fli unitedairlin ever check bag lb angrycustom unitedairlinessuck,negative
thank jt,positive
tri locat passeng land hr ago ua938 assist still custom pleas help,neutral
thank la someth special,positive
turn around mechan reason never fli unit check plane properli,negative
customari upgrad attend uniform v passeng one flt iah,negative
realli address somewher websit find complet irrit unabl take,negative
ua1740 hr mechan delay get voucher tweet book next trip ua,negative
spend minut beat ladi bag fee random stranger come pay fee randomactsofcorporategre,negative
fee,neutral
hi still wait refund ridicul approv ticket give refund pleas advis wht go,negative
hi book yesterday receiv email confirm number today got error activ segment,neutral
updat dot look unit fare london u last week,neutral
thank mr got rebook alreadi lost first class seat life,negative
book yesterday appear account confirm email sinc hour disappear err segment,negative
board agent phone take care travel link reserv,negative
ewr ppl told call day sinc monday still layov loc ref tho help appreci,negative
ruth help rout u punta cana dull connect fail rep help,negative
thank smiling_face_with_smiling_ey,positive
book time call told confirm link even make chang rez,negative
board cancel pilot miss meet atlanta someon slept,negative
milag number sent mail via dm follow follow sent dm,neutral
respons week sinc complaint submit day sinc said would look,negative
thx come hell high water,negative
